@relation usef

@attribute author {Stoker, Hawthorne, Twain, Doyle, Dickens, Austen, Shelley, Melville}
@attribute ufreq_colloquialism_n_01 numeric
@attribute ufreq_intensifier_n_01 numeric
@attribute ufreq_slang_n_02 numeric
@attribute ufreq_plural_n_01 numeric
@attribute ufreq_archaism_n_01 numeric
@attribute ufreq_combining_form_n_01 numeric
@attribute ufreq_comparative_n_01 numeric
@attribute ufreq_disparagement_n_01 numeric
@attribute ufreq_ethnic_slur_n_01 numeric
@attribute ufreq_irony_n_03 numeric


@data
Stoker,0.38095238095238093,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0,0,0,0
Stoker,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0
Stoker,0.35714285714285715,0.25,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0,0.03571428571428571,0.03571428571428571,0
Stoker,0.75,0.125,0.125,0,0,0,0,0,0,0
Stoker,0.6111111111111112,0.18055555555555555,0,0.05555555555555555,0.027777777777777776,0.09722222222222222,0,0,0,0.027777777777777776
Stoker,0.2647058823529412,0.23529411764705882,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.17647058823529413,0,0,0,0
Stoker,0.4032258064516129,0.24193548387096775,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.03225806451612903,0.06451612903225806,0,0,0.03225806451612903
Stoker,0.625,0,0.09375,0.1875,0,0.0625,0,0,0,0
Stoker,0.5909090909090909,0.18181818181818182,0,0.09090909090909091,0,0,0.09090909090909091,0,0,0
Stoker,0.5797101449275363,0.2101449275362319,0.08695652173913045,0.05797101449275363,0,0.04347826086956522,0.02173913043478261,0,0,0
Stoker,0.45454545454545453,0.045454545454545456,0.09090909090909091,0,0,0.18181818181818182,0.045454545454545456,0,0,0.09090909090909091
Stoker,0.4852941176470588,0.17156862745098042,0.14705882352941177,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.08823529411764706,0,0,0
Stoker,0.5,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.07692307692307693,0,0,0,0,0
Stoker,0.35714285714285715,0.2619047619047619,0,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.07142857142857142,0,0,0.03571428571428571
Stoker,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,0
Stoker,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.2222222222222222,0,0.05555555555555555,0,0,0,0
Stoker,0.3,0.25,0,0.1,0,0.15,0.1,0,0,0.1
Stoker,0.5961538461538461,0.2692307692307692,0.057692307692307696,0,0.038461538461538464,0,0.038461538461538464,0,0,0
Stoker,0.5555555555555556,0.24444444444444446,0,0,0.1111111111111111,0.022222222222222223,0.06666666666666668,0,0,0
Stoker,0.45652173913043476,0.2717391304347826,0.13043478260869565,0,0,0.03260869565217391,0.05434782608695652,0,0,0.043478260869565216
Stoker,0.4782608695652174,0.1956521739130435,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.021739130434782608,0.043478260869565216,0,0,0.043478260869565216
Stoker,0.375,0.19583333333333333,0,0.16666666666666666,0.041666666666666664,0.029166666666666664,0.08750000000000001,0,0,0.041666666666666664
Stoker,0.6060606060606061,0.26515151515151514,0,0.10606060606060605,0,0.022727272727272728,0,0,0,0
Stoker,0.5196078431372549,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.00980392156862745,0,0,0.0196078431372549
Stoker,0.46875,0.25,0,0.1875,0.03125,0,0,0,0,0.03125
Stoker,0.4714285714285714,0.2857142857142857,0.04285714285714286,0.02857142857142857,0,0.05714285714285714,0.08571428571428572,0,0,0
Stoker,0.7333333333333333,0.26666666666666666,0,0,0,0,0,0,0,0
Stoker,0.575,0.1,0.125,0,0.1,0.05,0,0,0,0.05
Stoker,0.35714285714285715,0.35714285714285715,0.07142857142857142,0,0,0.07142857142857142,0.14285714285714285,0,0,0
Stoker,0.5595238095238095,0.38095238095238093,0.03571428571428571,0.023809523809523808,0,0,0,0,0,0
Stoker,0.3157894736842105,0.4052631578947368,0.05263157894736842,0,0.05263157894736842,0.08947368421052632,0.08421052631578947,0,0,0
Stoker,0.5,0.25,0.25,0,0,0,0,0,0,0
Stoker,0.6111111111111112,0.09259259259259259,0.05555555555555555,0.07407407407407407,0.1111111111111111,0.018518518518518517,0,0,0,0.037037037037037035
Stoker,0.35714285714285715,0.42857142857142855,0.07142857142857142,0,0,0,0.14285714285714285,0,0,0
Stoker,0.7941176470588235,0,0.029411764705882353,0.11764705882352941,0,0,0.058823529411764705,0,0,0
Shelley,0.4,0.25,0.2,0,0,0.05,0,0,0,0
Shelley,0.6,0.2,0.03333333333333333,0.06666666666666667,0,0.03333333333333333,0.06666666666666667,0,0,0
Shelley,0.7,0.1,0.1,0,0,0,0,0.05,0.05,0
Shelley,0.4473684210526316,0.3157894736842105,0.21052631578947367,0,0,0.02631578947368421,0,0,0,0
Shelley,0.575,0.19166666666666668,0.025,0.05,0,0.025,0,0,0,0.05
Shelley,0.40625,0.09375,0.0625,0.1875,0,0.0625,0.0625,0,0,0.125
Shelley,0.5833333333333334,0.15277777777777776,0,0,0,0.041666666666666664,0.08333333333333333,0,0,0
Shelley,0.5,0,0.35714285714285715,0,0,0,0.14285714285714285,0,0,0
Shelley,0.8,0,0,0.2,0,0,0,0,0,0
Shelley,0.6578947368421053,0.05263157894736842,0.13157894736842105,0.05263157894736842,0.05263157894736842,0,0,0,0,0.05263157894736842
Shelley,0.9,0.05,0,0,0,0.05,0,0,0,0
Shelley,0.5,0,0.2,0.06666666666666667,0.06666666666666667,0.1,0,0,0,0
Shelley,0.7916666666666666,0,0.125,0.08333333333333333,0,0,0,0,0,0
Shelley,0.625,0,0.375,0,0,0,0,0,0,0
Shelley,0.5277777777777778,0.16666666666666666,0.08333333333333333,0.05555555555555555,0,0.05555555555555555,0,0,0,0.05555555555555555
Shelley,0.8214285714285714,0,0.10714285714285714,0,0,0,0,0,0,0
Shelley,0.608974358974359,0.05128205128205129,0.13461538461538464,0.012820512820512822,0.07692307692307693,0,0,0,0,0
Shelley,0.5833333333333334,0.1111111111111111,0.08333333333333333,0,0.05555555555555555,0,0.1111111111111111,0,0,0
Shelley,0.4,0.3333333333333333,0,0,0.13333333333333333,0.06666666666666667,0,0,0,0.06666666666666667
Shelley,0.6153846153846154,0.15384615384615385,0,0.07692307692307693,0,0,0,0,0,0.07692307692307693
Shelley,0.375,0.08333333333333333,0.125,0,0.16666666666666666,0.08333333333333333,0,0,0,0.16666666666666666
Shelley,0.625,0.16666666666666666,0.10416666666666667,0,0.08333333333333333,0.020833333333333332,0,0,0,0
Hawthorne,0.5918367346938775,0.15306122448979592,0.07142857142857142,0.04081632653061224,0.02040816326530612,0.030612244897959183,0.061224489795918366,0,0,0
Hawthorne,0.44,0.18,0.02,0,0.16,0.08,0.04,0,0,0
Hawthorne,0.4649122807017544,0.21403508771929824,0.043859649122807015,0.08771929824561403,0.12280701754385964,0.0035087719298245615,0.010526315789473686,0,0,0
Hawthorne,0.38461538461538464,0.46153846153846156,0,0,0.07692307692307693,0.07692307692307693,0,0,0,0
Hawthorne,0.56,0.15,0.05,0.08,0.02,0.04,0,0,0,0.08
Hawthorne,0.6086956521739131,0.09239130434782608,0.07608695652173914,0.043478260869565216,0.06521739130434782,0.005434782608695652,0.04891304347826087,0,0,0.043478260869565216
Hawthorne,0.3333333333333333,0.32708333333333334,0.052083333333333336,0.010416666666666666,0.0625,0.05625,0.03333333333333333,0,0,0.08333333333333333
Hawthorne,0.5645161290322581,0.16129032258064516,0.04838709677419355,0,0.12903225806451613,0,0.06451612903225806,0,0,0.03225806451612903
Hawthorne,0.6458333333333334,0.07638888888888888,0.041666666666666664,0.041666666666666664,0,0.020833333333333332,0,0,0,0.041666666666666664
Hawthorne,0.5370370370370371,0.08148148148148149,0.24074074074074073,0.07407407407407407,0,0.007407407407407408,0.05925925925925926,0,0,0
Hawthorne,0.49107142857142855,0.20535714285714285,0,0.05357142857142857,0.03571428571428571,0.017857142857142856,0.03571428571428571,0,0,0.017857142857142856
Melville,0.6222222222222222,0.055555555555555546,0.06666666666666665,0.02222222222222222,0,0.033333333333333326,0.1333333333333333,0.033333333333333326,0.033333333333333326,0
Melville,0.375,0.14583333333333331,0,0.1875,0.0625,0,0.0625,0.0625,0,0
Melville,0.5359477124183005,0.1477124183006536,0.0392156862745098,0.0849673202614379,0.0784313725490196,0.04313725490196079,0.03137254901960784,0,0,0
Melville,0.46153846153846156,0.07692307692307693,0.2692307692307692,0,0,0,0.038461538461538464,0,0,0.15384615384615385
Melville,0.6451612903225806,0.13978494623655913,0.03225806451612903,0.06451612903225806,0.03225806451612903,0,0.03225806451612903,0,0,0
Melville,0.6842105263157895,0.10526315789473684,0.07894736842105263,0,0,0.02631578947368421,0.05263157894736842,0,0,0
Melville,0.45,0.225,0.05,0.075,0.025,0.05,0.025,0,0,0
Melville,0.6,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0,0,0,0,0
Melville,0.3076923076923077,0,0,0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,0,0
Melville,0.6785714285714286,0.014285714285714289,0.14285714285714288,0.07142857142857144,0,0.05,0.04285714285714287,0,0,0
Melville,0.6923076923076923,0,0.07692307692307693,0.07692307692307693,0,0,0.15384615384615385,0,0,0
Melville,0.5789473684210527,0.12280701754385966,0.07894736842105263,0,0,0.07894736842105263,0.05263157894736842,0,0,0.05263157894736842
Melville,0.6818181818181818,0.18181818181818182,0,0,0,0.045454545454545456,0,0,0,0
Melville,0.44871794871794873,0.1623931623931624,0,0.10256410256410256,0.10256410256410256,0.038461538461538464,0.10256410256410256,0.01282051282051282,0.01282051282051282,0
Melville,0.36666666666666664,0.23333333333333334,0.26666666666666666,0,0,0.03333333333333333,0,0,0,0
Melville,0.6666666666666666,0.1111111111111111,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.027777777777777776,0.027777777777777776,0
Melville,0.35294117647058826,0.3235294117647059,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.058823529411764705,0,0,0
Melville,0.38235294117647056,0.4313725490196078,0.029411764705882353,0.058823529411764705,0,0,0,0.029411764705882353,0.029411764705882353,0
Melville,0.7,0,0.05,0.1,0,0.05,0.1,0,0,0
Melville,0.5507246376811594,0.14855072463768118,0.13043478260869565,0.02898550724637681,0.043478260869565216,0.03260869565217391,0.06521739130434782,0,0,0
Melville,0.39000000000000007,0.20166666666666666,0.06000000000000001,0.08000000000000002,0.08000000000000002,0.035,0.045000000000000005,0.010000000000000002,0.010000000000000002,0
Melville,0.7727272727272727,0.0606060606060606,0,0.045454545454545456,0,0,0.045454545454545456,0,0,0.045454545454545456
Melville,0.23333333333333334,0.1,0.1,0,0.4666666666666667,0.03333333333333333,0.06666666666666667,0,0,0
Melville,0.3125,0.40625,0,0.125,0.125,0.03125,0,0,0,0
Melville,0.5666666666666667,0.26666666666666666,0,0,0,0.1,0,0,0,0
Melville,0.75,0.06666666666666667,0,0,0.05,0,0.1,0,0,0
Melville,0.3870967741935484,0.24731182795698925,0.06451612903225806,0.0967741935483871,0,0.03225806451612903,0.06451612903225806,0,0,0
Melville,0.5555555555555556,0.3333333333333333,0,0,0.1111111111111111,0,0,0,0,0
Melville,0.5394736842105263,0.13815789473684212,0.039473684210526314,0.07894736842105263,0.07894736842105263,0.05921052631578947,0.006578947368421052,0,0,0
Melville,0.4318181818181818,0.09090909090909091,0.06818181818181818,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0,0.045454545454545456
Melville,0.4090909090909091,0.22727272727272727,0.045454545454545456,0.13636363636363635,0,0.045454545454545456,0.045454545454545456,0,0,0
Melville,0.30000000000000004,0.35555555555555557,0.23333333333333336,0,0.06666666666666668,0,0,0,0,0
Melville,0.5833333333333334,0.25,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0
Melville,0.36,0.42,0,0.04,0.04,0.02,0.04,0,0,0.04
Melville,0.46,0.26,0,0.08,0.04,0.08,0.08,0,0,0
Melville,0.34210526315789475,0.34210526315789475,0.02631578947368421,0.10526315789473684,0.10526315789473684,0.02631578947368421,0,0,0,0
Melville,0.625,0.10416666666666667,0.041666666666666664,0,0,0.10416666666666667,0.020833333333333332,0,0,0
Melville,0.5,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0,0,0,0
Melville,0.3333333333333333,0.26666666666666666,0.06666666666666667,0,0.26666666666666666,0,0.06666666666666667,0,0,0
Melville,0.6538461538461539,0.07692307692307693,0.038461538461538464,0.23076923076923078,0,0,0,0,0,0
Melville,0.425,0.25,0.15,0.1,0,0,0.05,0,0,0
Melville,0.4230769230769231,0.13675213675213674,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.02564102564102564,0.02564102564102564,0,0,0
Twain,0,0,0,0.1,0,0,0,0.45,0.45,0
Twain,0.20238095238095238,0,0.047619047619047616,0.09523809523809523,0.023809523809523808,0.03571428571428571,0.023809523809523808,0.27380952380952384,0.25,0
Twain,0.18421052631578946,0.15,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.04473684210526316,0.01578947368421053,0.21052631578947367,0.21052631578947367,0.02631578947368421
Twain,0.23529411764705882,0.07352941176470588,0.029411764705882353,0.11764705882352941,0.029411764705882353,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.22058823529411764,0
Twain,0.3125,0.20833333333333334,0,0,0,0.0625,0,0.1875,0.1875,0
Twain,0.2523809523809524,0.047619047619047616,0.1,0.009523809523809523,0.05714285714285714,0.04285714285714286,0.02857142857142857,0.22857142857142856,0.21428571428571427,0
Twain,0.43333333333333335,0.06666666666666667,0,0.06666666666666667,0,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667
Twain,0.19298245614035087,0.17543859649122806,0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0,0.2719298245614035,0.2719298245614035,0
Twain,0.19444444444444445,0.1388888888888889,0.041666666666666664,0.05555555555555555,0.05555555555555555,0.013888888888888888,0.027777777777777776,0.2222222222222222,0.2222222222222222,0
Twain,0.15972222222222224,0.20138888888888892,0.08333333333333333,0.013888888888888888,0.125,0.0625,0,0.16666666666666666,0.16666666666666666,0
Twain,0.4482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0,0.034482758620689655,0,0.15517241379310345,0.1206896551724138,0
Twain,0.25757575757575757,0.19696969696969696,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.06060606060606061,0,0.18181818181818182,0.18181818181818182,0
Twain,0.17647058823529413,0.0196078431372549,0.08823529411764706,0.11764705882352941,0.058823529411764705,0,0,0.2647058823529412,0.17647058823529413,0
Twain,0.3088235294117647,0.08823529411764706,0.04411764705882353,0.058823529411764705,0.029411764705882353,0,0.029411764705882353,0.16176470588235295,0.16176470588235295,0
