@relation usef

@attribute author {Stoker, Hawthorne, Twain, Doyle, Dickens, Austen, Shelley, Melville}
@attribute ufreq_colloquialism_n_01 numeric
@attribute ufreq_intensifier_n_01 numeric
@attribute ufreq_slang_n_02 numeric
@attribute ufreq_plural_n_01 numeric
@attribute ufreq_archaism_n_01 numeric
@attribute ufreq_combining_form_n_01 numeric
@attribute ufreq_comparative_n_01 numeric
@attribute ufreq_disparagement_n_01 numeric
@attribute ufreq_ethnic_slur_n_01 numeric
@attribute ufreq_irony_n_03 numeric


@data
Twain,0.2,0.16,0.08,0,0.08,0.04,0.04,0.2,0.2,0
Twain,0.38461538461538464,0,0,0.07692307692307693,0,0,0,0.23076923076923078,0.23076923076923078,0.07692307692307693
Twain,0.2,0.15,0.1,0.1,0,0,0,0.225,0.225,0
Twain,0.19230769230769232,0.18461538461538463,0.08974358974358974,0.10256410256410256,0.02564102564102564,0.005128205128205128,0.041025641025641026,0.16666666666666666,0.16666666666666666,0
Twain,0.16176470588235295,0.25,0.014705882352941176,0,0.08823529411764706,0.04411764705882353,0,0.22058823529411764,0.22058823529411764,0
Twain,0.375,0.12037037037037036,0.027777777777777776,0.05555555555555555,0,0.041666666666666664,0,0.18055555555555555,0.18055555555555555,0
Twain,0.5454545454545454,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0,0.045454545454545456,0.06818181818181818,0.06818181818181818,0
Twain,0.1,0,0.03333333333333333,0.13333333333333333,0,0.06666666666666667,0,0.3333333333333333,0.3333333333333333,0
Twain,0.3675213675213675,0.09829059829059827,0.07692307692307691,0.03418803418803418,0.025641025641025637,0.07692307692307691,0.025641025641025637,0.141025641025641,0.10256410256410255,0
Twain,0.4411764705882353,0.20588235294117646,0.08823529411764706,0.058823529411764705,0,0.029411764705882353,0,0.08823529411764706,0.08823529411764706,0
Twain,0.4215686274509804,0.045098039215686274,0.07352941176470588,0.0392156862745098,0.029411764705882353,0.0058823529411764705,0.017647058823529415,0.19117647058823528,0.11764705882352941,0
Twain,0.4583333333333333,0.027777777777777776,0,0.08333333333333333,0.08333333333333333,0,0,0.125,0.125,0
Twain,0.3928571428571429,0.1928571428571429,0,0,0.07142857142857144,0.08571428571428572,0.04285714285714287,0.10714285714285715,0.10714285714285715,0
Twain,0.27941176470588236,0.19215686274509802,0.16176470588235295,0.08823529411764706,0.058823529411764705,0.049999999999999996,0.017647058823529415,0.058823529411764705,0.04411764705882353,0
Twain,0.5,0.16666666666666666,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.015151515151515152,0.030303030303030304,0.045454545454545456,0.030303030303030304,0
Twain,0.17,0.06,0.05,0.08,0.02,0.02,0.04,0.28,0.28,0
Twain,0.1628787878787879,0.1287878787878788,0.11363636363636366,0.08333333333333336,0,0.04545454545454546,0,0.2840909090909091,0.18181818181818185,0
Twain,0.25000000000000006,0.28030303030303033,0.02272727272727273,0,0,0.02272727272727273,0.04545454545454546,0.11363636363636366,0.11363636363636366,0.09090909090909093
Dickens,0.48214285714285715,0.15,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.060714285714285714,0.021428571428571432,0,0,0
Dickens,0.5745614035087719,0.1456140350877193,0.013157894736842105,0.11403508771929827,0.05263157894736842,0.005263157894736842,0.042105263157894736,0,0,0.02631578947368421
Dickens,0.5,0.21428571428571427,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.05357142857142857,0.03571428571428571,0,0,0
Dickens,0.45454545454545453,0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0,0,0.09090909090909091,0,0.09090909090909091
Dickens,0.37499999999999994,0.10555555555555556,0.18749999999999997,0.08333333333333331,0,0.008333333333333333,0.06666666666666667,0.06249999999999999,0,0
Dickens,0.4852941176470588,0.33333333333333337,0.04411764705882353,0.029411764705882353,0,0,0.058823529411764705,0.029411764705882353,0,0
Dickens,0.5833333333333334,0.08333333333333333,0.041666666666666664,0,0,0.125,0,0,0,0.16666666666666666
Dickens,0.5,0.15,0.1,0,0.2,0.05,0,0,0,0
Dickens,0.64,0.168,0,0.04,0.04,0.008,0.024000000000000004,0,0,0.08
Dickens,0.52,0.168,0.08,0.08,0.04,0.008,0.024000000000000004,0,0,0.04
Dickens,0.5769230769230769,0,0.038461538461538464,0.38461538461538464,0,0,0,0,0,0
Dickens,0.6666666666666666,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.05128205128205128,0,0,0,0.02564102564102564
Dickens,0.36,0.22,0.04,0.04,0.04,0.06,0.08,0,0,0.04
Dickens,0.6,0.175,0.125,0.05,0,0.05,0,0,0,0
Dickens,0.6428571428571429,0.10714285714285714,0,0.14285714285714285,0.07142857142857142,0.03571428571428571,0,0,0,0
Dickens,0.42424242424242425,0.09090909090909091,0.16666666666666666,0.06060606060606061,0.030303030303030304,0.030303030303030304,0,0.12121212121212122,0,0
Dickens,0.5833333333333334,0.03333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.016666666666666666,0.11666666666666667,0.016666666666666666,0,0
Dickens,0.64,0.28,0,0,0,0.04,0.04,0,0,0
Dickens,0.5,0.1875,0.0625,0,0,0,0.125,0,0,0.0625
Dickens,0.6470588235294118,0.20588235294117646,0.058823529411764705,0.058823529411764705,0,0.029411764705882353,0,0,0,0
Dickens,0.6153846153846154,0.15384615384615385,0.1346153846153846,0.038461538461538464,0,0.019230769230769232,0.038461538461538464,0,0,0
Dickens,0.45454545454545453,0.13636363636363635,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0.09090909090909091
Dickens,0.3625,0.25,0.1375,0.1,0.075,0,0,0,0,0
Dickens,0.5,0.16666666666666666,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0
Dickens,0.3076923076923077,0.2692307692307692,0.07692307692307693,0,0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,0
Dickens,0.5740740740740741,0.1111111111111111,0.07407407407407407,0.037037037037037035,0,0.1111111111111111,0.09259259259259259,0,0,0
Dickens,0.6944444444444444,0.1388888888888889,0.027777777777777776,0,0,0.027777777777777776,0.1111111111111111,0,0,0
Dickens,0.5,0.25,0.041666666666666664,0,0,0.08333333333333333,0,0.041666666666666664,0,0.08333333333333333
Dickens,0.5588235294117647,0.21764705882352942,0.029411764705882353,0,0.058823529411764705,0.041176470588235294,0.09411764705882353,0,0,0
Dickens,0.7777777777777778,0.19444444444444445,0,0,0,0.027777777777777776,0,0,0,0
Dickens,0.6,0.2,0.1,0,0,0,0,0.1,0,0
Dickens,0.46875,0.1,0.015625,0.0625,0.0625,0.1,0.05,0.015625,0,0
Dickens,0.625,0.1125,0.075,0.025,0.05,0.025,0.05,0,0,0.025
Dickens,0.6666666666666666,0.041666666666666664,0.125,0.041666666666666664,0,0,0,0,0,0
Dickens,0.4375,0.1875,0.125,0,0.125,0.125,0,0,0,0
Dickens,0.5909090909090909,0.14772727272727273,0.045454545454545456,0,0.045454545454545456,0.056818181818181816,0.056818181818181816,0,0,0
Dickens,0.5539215686274509,0.12745098039215685,0.058823529411764705,0.06862745098039215,0,0.04411764705882353,0.058823529411764705,0,0,0
Dickens,0.6935483870967742,0.06451612903225806,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0,0,0,0.03225806451612903
Dickens,0.625,0.18333333333333335,0.041666666666666664,0.08333333333333333,0,0.016666666666666666,0.05000000000000001,0,0,0
Melville,0.5443722943722944,0.15606060606060607,0.07792207792207793,0.04761904761904762,0.029220779220779227,0.02727272727272728,0.02987012987012988,0.006493506493506495,0,0.03896103896103897
Doyle,0.5909090909090909,0.20454545454545456,0.045454545454545456,0,0.045454545454545456,0.06818181818181818,0,0.045454545454545456,0,0
Doyle,0.9333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0
Doyle,0.478494623655914,0.22849462365591397,0.08064516129032258,0.10752688172043011,0.03225806451612903,0.056451612903225805,0.008064516129032258,0,0,0
Doyle,0.6111111111111112,0.1333333333333333,0.055555555555555546,0,0.06666666666666665,0.06666666666666665,0,0,0,0
Doyle,0.6666666666666666,0.20833333333333334,0.020833333333333332,0.041666666666666664,0.041666666666666664,0,0,0,0,0
Doyle,0.675,0.15,0.075,0,0.05,0.05,0,0,0,0
Doyle,0.48550724637681164,0.04347826086956522,0.15217391304347827,0.08695652173913045,0.08695652173913045,0,0.08695652173913045,0,0,0.04347826086956522
Doyle,0.39655172413793105,0.20689655172413793,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.08620689655172414,0,0,0,0.034482758620689655
Doyle,0.5804597701149427,0.052873563218390804,0.017241379310344827,0.14942528735632182,0.06896551724137931,0.006896551724137932,0.05517241379310344,0,0,0
Doyle,0.6351351351351351,0.12702702702702703,0.04054054054054054,0.02702702702702703,0.05405405405405406,0.018918918918918916,0.016216216216216217,0,0,0
Doyle,0.5833333333333334,0.08333333333333333,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0
Doyle,0.56,0.12,0.08,0,0,0.04,0.12,0,0,0
Doyle,0.5961538461538461,0.11538461538461539,0.09615384615384616,0.11538461538461539,0.038461538461538464,0,0.038461538461538464,0,0,0
Doyle,0.5571428571428572,0.2,0.1,0.05714285714285714,0.02857142857142857,0.014285714285714285,0.014285714285714285,0,0,0
Doyle,0.5714285714285714,0.03809523809523809,0,0.21428571428571427,0.07142857142857142,0.014285714285714287,0.042857142857142864,0,0,0
Hawthorne,0.5833333333333334,0.20119047619047617,0.07142857142857142,0,0.023809523809523808,0.02261904761904762,0.05000000000000001,0.011904761904761904,0,0.011904761904761904
Hawthorne,0.6428571428571429,0.17857142857142858,0,0,0.07142857142857142,0.03571428571428571,0,0.07142857142857142,0,0
Hawthorne,0.5,0.3875,0,0,0.0625,0.0125,0.037500000000000006,0,0,0
Hawthorne,0.6363636363636364,0.09090909090909091,0.09090909090909091,0,0.09090909090909091,0,0.09090909090909091,0,0,0
Hawthorne,0.8235294117647058,0,0.058823529411764705,0,0,0,0.11764705882352941,0,0,0
Hawthorne,0.5909090909090909,0.18181818181818182,0.09090909090909091,0.045454545454545456,0,0,0.045454545454545456,0,0,0
Hawthorne,0.6923076923076923,0.15384615384615385,0,0,0.07692307692307693,0.07692307692307693,0,0,0,0
Hawthorne,0.5454545454545454,0.045454545454545456,0.09090909090909091,0,0,0.22727272727272727,0.09090909090909091,0,0,0
Hawthorne,0.7954545454545454,0.13636363636363635,0.022727272727272728,0.045454545454545456,0,0,0,0,0,0
Hawthorne,0.6,0.2,0,0,0.2,0,0,0,0,0
Hawthorne,0.6,0.06666666666666667,0,0,0,0.06666666666666667,0.2,0,0,0.06666666666666667
Hawthorne,0.5,0.22413793103448276,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.034482758620689655,0,0,0
Hawthorne,0.6612903225806451,0.1935483870967742,0.016129032258064516,0,0.03225806451612903,0,0,0,0,0.06451612903225806
Hawthorne,0.38636363636363635,0.36363636363636365,0.09090909090909091,0,0.045454545454545456,0.06818181818181818,0.045454545454545456,0,0,0
Hawthorne,0.6470588235294118,0.23529411764705882,0.029411764705882353,0,0,0.029411764705882353,0.029411764705882353,0,0,0
Hawthorne,0.5909090909090909,0.18181818181818182,0,0,0.18181818181818182,0,0,0,0,0
Hawthorne,0.453125,0.28125,0.03125,0.0625,0.03125,0.03125,0.078125,0,0,0
Hawthorne,0.5,0.4166666666666667,0,0,0,0,0.08333333333333333,0,0,0
Hawthorne,0.6666666666666666,0.25,0.08333333333333333,0,0,0,0,0,0,0
Hawthorne,0.5,0.2857142857142857,0,0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0,0,0
Hawthorne,0.5,0.22000000000000003,0.1,0,0.1,0.02,0.06000000000000001,0,0,0
Hawthorne,0.45,0.3,0.05,0,0.1,0,0.1,0,0,0
Hawthorne,0.5,0.21428571428571427,0.07142857142857142,0.09523809523809523,0.047619047619047616,0.07142857142857142,0,0,0,0
Hawthorne,0.4117647058823529,0.17647058823529413,0.11764705882352941,0,0.11764705882352941,0,0.17647058823529413,0,0,0
Hawthorne,0.6388888888888888,0.12962962962962962,0.027777777777777776,0,0,0,0.16666666666666666,0,0,0
