@relation wordngram

@attribute author {Stoker, Hawthorne, Twain, Doyle, Dickens, Austen, Shelley, Melville}
@attribute c2gram_ofthe numeric
@attribute c2gram_inthe numeric
@attribute c2gram_tothe numeric
@attribute c2gram_itwas numeric
@attribute c2gram_tobe numeric
@attribute c2gram_andthe numeric
@attribute c2gram_onthe numeric
@attribute c2gram_itis numeric
@attribute c2gram_atthe numeric
@attribute c2gram_ofhis numeric
@attribute c3gram_therewasa numeric
@attribute c3gram_outofthe numeric
@attribute c3gram_itwasa numeric
@attribute c3gram_oneofthe numeric
@attribute c3gram_thatitwas numeric
@attribute c3gram_icannot numeric
@attribute c3gram_therewasno numeric
@attribute c3gram_idonot numeric
@attribute c3gram_thathewas numeric
@attribute c3gram_thathehad numeric


@data
Doyle,0.008894970920287376,0.005473828258638385,0.004105371193978789,0.006158056790968184,0.0017105713308244953,0.0023947998631542937,0.0017105713308244953,0.0010263427984946972,0.0027369141293191925,0,0,0,0,0.0007209805335255948,0.0010814708002883922,0,0.0010814708002883922,0,0,0
Doyle,0.0054548653879992965,0.0038711947914833716,0.0022875241949674467,0.002639450994193208,0.0012317437972901636,0.0019355973957416858,0.0012317437972901636,0.0021115607953545662,0.002463487594580327,0.0012317437972901636,0,0.00037593984962406017,0,0,0.00037593984962406017,0,0,0,0.0005639097744360903,0.00037593984962406017
Doyle,0.00905155450609996,0.008264462809917356,0.003148366784730421,0.003148366784730421,0.0019677292404565133,0.0035419126328217238,0.0011806375442739079,0.003148366784730421,0.0015741833923652105,0.0007870916961826052,0,0.00041288191577208916,0.0008257638315441783,0.00041288191577208916,0,0,0.00041288191577208916,0,0,0
Doyle,0.00617828773168579,0.005547850208044383,0.0018913125709242213,0.0037826251418484427,0.001513050056739377,0.002017400075652503,0.001513050056739377,0.002143487580380784,0.00176522506619594,0.0013869625520110957,0.00013290802764486976,0,0.000531632110579479,0.0002658160552897395,0.000531632110579479,0.00013290802764486976,0,0,0.00013290802764486976,0.0002658160552897395
Doyle,0.004782237403928267,0.003928266438941076,0.0011955593509820667,0.001878736122971819,0.0013663535439795047,0.0017079419299743809,0.0008539709649871904,0.0013663535439795047,0.002049530315969257,0.0022203245089666953,0.0001808972503617945,0.000361794500723589,0.0001808972503617945,0.0001808972503617945,0.0001808972503617945,0.0005426917510853835,0,0,0.000361794500723589,0
Doyle,0.005443658138268917,0.003810560696788242,0.002177463255307567,0.004354926510615134,0.0005443658138268917,0.00326619488296135,0.001633097441480675,0.0027218290691344584,0.0005443658138268917,0.0005443658138268917,0,0.0005851375073142189,0.0005851375073142189,0,0,0.0011702750146284377,0,0,0,0
Doyle,0.003646881287726358,0.0035211267605633804,0.0017605633802816902,0.0023893360160965795,0.001006036217303823,0.0017605633802816902,0.0012575452716297787,0.0015090543259557343,0.0013832997987927565,0.0008802816901408451,0.00040021344717182497,0.00013340448239060833,0.00040021344717182497,0.00026680896478121667,0.00026680896478121667,0.00040021344717182497,0.00026680896478121667,0.0005336179295624333,0.0006670224119530416,0.00013340448239060833
Doyle,0.0052310374891020054,0.003985552372649147,0.0016191306513887158,0.002366421721260431,0.0017436791630340018,0.0013700336280981441,0.0009963880931622867,0.0022418732096151452,0.0018682276746792876,0.0003736455349358575,0.0001335113484646195,0.000267022696929239,0.0006675567423230974,0.000267022696929239,0.00040053404539385846,0.0001335113484646195,0.000534045393858478,0,0.0001335113484646195,0.0001335113484646195
Doyle,0.004647836968180193,0.003575259206292456,0.0025026814444047193,0.0033964962459778333,0.000893814801573114,0.000893814801573114,0.0016088666428316052,0.0023239184840900965,0.000893814801573114,0.0010725777618877368,0.00038109756097560977,0.00038109756097560977,0.0007621951219512195,0.00038109756097560977,0,0,0,0,0.00038109756097560977,0.0007621951219512195
Doyle,0.004204892966360856,0.004969418960244648,0.003249235474006116,0.002102446483180428,0.00191131498470948,0.00191131498470948,0.00095565749235474,0.002484709480122324,0.0022935779816513763,0.00095565749235474,0,0.00040543279951348065,0,0.00020271639975674033,0,0.00020271639975674033,0.00020271639975674033,0,0.00020271639975674033,0.00020271639975674033
Doyle,0.009038619556285949,0.004108463434675432,0.002875924404272802,0.006162695152013147,0.0008216926869350862,0.0024650780608052587,0.002054231717337716,0.0012325390304026294,0.004108463434675432,0.0016433853738701725,0,0.00043252595155709344,0.00043252595155709344,0,0,0,0.0008650519031141869,0,0.0008650519031141869,0
Doyle,0.0050115651503469544,0.0030840400925212026,0.0030840400925212026,0.0015420200462606013,0.0015420200462606013,0.001156515034695451,0.002313030069390902,0.0030840400925212026,0.0007710100231303007,0.0019275250578257518,0,0,0.00041186161449752884,0,0.00041186161449752884,0,0,0,0,0
Doyle,0.007120816520294327,0.003323047709470686,0.0023736055067647755,0.002136244956088298,0.001661523854735343,0.0028483266081177306,0.0009494422027059103,0.003323047709470686,0.004035129361500119,0.002136244956088298,0,0,0,0.00024709661477637757,0.00024709661477637757,0,0,0,0.00024709661477637757,0.00024709661477637757
Doyle,0.005077658303464755,0.004480286738351254,0.002688172043010753,0.0017921146953405018,0.0005973715651135006,0.0008960573476702509,0.0032855436081242534,0.002688172043010753,0.0017921146953405018,0.0005973715651135006,0.00032425421530479895,0,0.00032425421530479895,0,0.00032425421530479895,0,0,0.00032425421530479895,0.0006485084306095979,0.0006485084306095979
Doyle,0.005526468877254218,0.0029086678301337987,0.002036067481093659,0.0014543339150668994,0.002036067481093659,0.002617801047120419,0.0008726003490401396,0.004072134962187318,0.00029086678301337986,0.0008726003490401396,0,0.0012395413696932136,0.0003098853424233034,0.0006197706848466068,0.0003098853424233034,0,0.0003098853424233034,0,0,0
Doyle,0.00476071160110248,0.0025056376847907794,0.0022550739163117012,0.0012528188423953897,0.0012528188423953897,0.0007516913054372337,0.0007516913054372337,0.0017539463793535455,0.0022550739163117012,0.0010022550739163117,0,0,0.00027100271002710027,0.0008130081300813008,0.00027100271002710027,0.0005420054200542005,0,0.00027100271002710027,0.001084010840108401,0
Doyle,0.010030864197530864,0.00411522633744856,0.0007716049382716049,0.00205761316872428,0.001286008230452675,0.0030864197530864196,0.001800411522633745,0.001800411522633745,0.001800411522633745,0.00051440329218107,0,0.0010860711376595167,0.0010860711376595167,0.00027151778441487917,0,0,0,0,0,0
Doyle,0.006463195691202872,0.004308797127468581,0.0008976660682226212,0.003231597845601436,0.000718132854578097,0.0010771992818671453,0.000718132854578097,0.0034111310592459605,0.001436265709156194,0.0008976660682226212,0,0.00038476337052712584,0.00038476337052712584,0.00019238168526356292,0.0009619084263178145,0.0007695267410542517,0.00038476337052712584,0.0005771450557906887,0,0
Doyle,0.008762705923589204,0.004556607080266386,0.0031545741324921135,0.0031545741324921135,0.002103049421661409,0.002103049421661409,0.0007010164738871364,0.0028040658955485456,0.0014020329477742728,0.002103049421661409,0,0,0,0.0007347538574577516,0.0007347538574577516,0.0003673769287288758,0,0.0003673769287288758,0.0003673769287288758,0.0007347538574577516
Doyle,0.006013393467268006,0.004646713133798005,0.0015033483668170015,0.004646713133798005,0.0013666803334700013,0.0016400164001640015,0.002050020500205002,0.0024600246002460025,0.0015033483668170015,0.0012300123001230013,0.0002896032435563278,0.0005792064871126556,0.0007240081088908196,0.0001448016217781639,0.0008688097306689834,0.0002896032435563278,0,0,0.0001448016217781639,0.0002896032435563278
Doyle,0.005598831548198637,0.0019474196689386564,0.0012171372930866603,0.0029211295034079843,0.0009737098344693282,0.0019474196689386564,0.0021908471275559884,0.0014605647517039922,0.0024342745861733205,0.0014605647517039922,0,0.00026001040041601667,0,0,0.00026001040041601667,0.00026001040041601667,0,0.00026001040041601667,0.00026001040041601667,0.0005200208008320333
Doyle,0.007177033492822967,0.003189792663476874,0.0017942583732057417,0.0029904306220095694,0.0017942583732057417,0.0017942583732057417,0.001594896331738437,0.000996810207336523,0.0029904306220095694,0.0011961722488038277,0.0006378907080586859,0.00021263023601956197,0.00042526047203912394,0.00042526047203912394,0.0006378907080586859,0.00021263023601956197,0.00042526047203912394,0,0.00021263023601956197,0.00021263023601956197
Doyle,0.004629629629629629,0.003787878787878788,0.0016835016835016834,0.0023148148148148147,0.0008417508417508417,0.001893939393939394,0.0012626262626262627,0.003367003367003367,0.0006313131313131314,0.0010521885521885522,0,0.00022644927536231884,0.00022644927536231884,0.0004528985507246377,0.0004528985507246377,0,0.00022644927536231884,0.00022644927536231884,0.0004528985507246377,0.00022644927536231884
Doyle,0.0038876889848812094,0.002591792656587473,0.0021598272138228943,0.0008639308855291577,0.0023758099352051837,0.0019438444924406047,0.001511879049676026,0.0021598272138228943,0.001511879049676026,0.0010799136069114472,0.00023169601482854495,0.0004633920296570899,0,0.00023169601482854495,0.00023169601482854495,0,0.0006950880444856349,0,0.0004633920296570899,0.00023169601482854495
Doyle,0.009170305676855894,0.005240174672489083,0.003056768558951965,0.0034934497816593887,0.0004366812227074236,0.003056768558951965,0.0013100436681222707,0.0013100436681222707,0.001965065502183406,0.0008733624454148472,0.00046544100535257155,0.00046544100535257155,0.0006981615080288574,0.00023272050267628578,0,0.00023272050267628578,0.0009308820107051431,0.00023272050267628578,0.00023272050267628578,0.00023272050267628578
Doyle,0.007322654462242563,0.0038901601830663617,0.002288329519450801,0.003203661327231121,0.0018306636155606408,0.002059496567505721,0.0011441647597254005,0.0018306636155606408,0.0013729977116704805,0.004805491990846682,0,0.00023837902264600716,0,0.00023837902264600716,0.00023837902264600716,0.0007151370679380214,0.00023837902264600716,0.00023837902264600716,0.00023837902264600716,0.0007151370679380214
Austen,0.002652519893899204,0.003713527851458886,0.0015915119363395225,0,0.004774535809018567,0.002652519893899204,0.0015915119363395225,0,0.0010610079575596816,0.003183023872679045,0,0,0,0,0,0,0.0005580357142857143,0,0,0.0011160714285714285
Austen,0.003757985719654265,0.003006388575723412,0.001503194287861706,0.002254791431792559,0.004133784291619692,0.0003757985719654265,0.0011273957158962795,0.004133784291619692,0.001503194287861706,0.000751597143930853,0,0,0,0.00039323633503735744,0.00039323633503735744,0,0,0.0007864726700747149,0,0
Austen,0.002215330084182543,0.002658396101019052,0.002215330084182543,0.0008861320336730173,0.0017722640673460345,0.0008861320336730173,0.00044306601683650863,0.001329198050509526,0.00044306601683650863,0,0,0.00046707146193367583,0,0.0009341429238673517,0,0.0009341429238673517,0,0,0,0
Austen,0.0025037556334501754,0.005007511266900351,0.00100150225338007,0.00100150225338007,0.00400600901352028,0.0015022533800701052,0.000500751126690035,0.0015022533800701052,0,0.000500751126690035,0.0005310674455655868,0,0,0,0,0.0005310674455655868,0,0.002124269782262347,0,0
Austen,0.001968503937007874,0.003937007874015748,0.002362204724409449,0,0.0015748031496062992,0.0007874015748031496,0.001968503937007874,0.001968503937007874,0,0.001968503937007874,0.0004149377593360996,0.0004149377593360996,0,0,0,0.0004149377593360996,0,0.0012448132780082987,0.0004149377593360996,0
Austen,0.003800217155266015,0.002171552660152009,0.0016286644951140066,0.0010857763300760044,0.002171552660152009,0.0016286644951140066,0.0005428881650380022,0.0027144408251900108,0,0.0010857763300760044,0,0,0,0.0005757052389176742,0,0.0005757052389176742,0,0,0,0
Austen,0.002627430373095113,0.002627430373095113,0.0015764582238570678,0.0015764582238570678,0.0036784025223331584,0.0005254860746190226,0.0010509721492380452,0.004729374671571204,0,0.0015764582238570678,0,0,0.0005494505494505495,0,0,0.0016483516483516484,0,0.0005494505494505495,0,0
Austen,0.0059849076242518865,0.00312256049960968,0.0028623471246422066,0.0018214936247723133,0.00468384074941452,0.00234192037470726,0.0005204267499349467,0.0010408534998698933,0.0005204267499349467,0.0026021337496747333,0,0,0,0.0002718868950516585,0.000543773790103317,0.001087547580206634,0,0.0002718868950516585,0,0.000543773790103317
Austen,0.003270223752151463,0.0037865748709122204,0.0018932874354561102,0.0018932874354561102,0.002925989672977625,0.0010327022375215145,0.0008605851979345956,0.0008605851979345956,0.0008605851979345956,0.0024096385542168677,0.00017889087656529517,0.00017889087656529517,0,0,0.0005366726296958855,0.0007155635062611807,0.00035778175313059033,0.0012522361359570662,0.0007155635062611807,0.00035778175313059033
Austen,0.004176334106728539,0.0027842227378190253,0.0013921113689095127,0.0009280742459396752,0.0018561484918793504,0,0.0013921113689095127,0.0018561484918793504,0.0004640371229698376,0,0,0,0,0.00048216007714561236,0,0.00048216007714561236,0,0.00048216007714561236,0,0
Austen,0.001070090957731407,0.002675227394328518,0.002675227394328518,0.0005350454788657035,0.001070090957731407,0.001070090957731407,0.002140181915462814,0.0005350454788657035,0,0.0005350454788657035,0,0.0005624296962879641,0,0,0.0005624296962879641,0,0,0.0005624296962879641,0,0
Austen,0.003592276605298608,0.003592276605298608,0.000898069151324652,0.000898069151324652,0.001796138302649304,0.001796138302649304,0.00224517287831163,0.001347103726986978,0.000449034575662326,0.001347103726986978,0,0.00046707146193367583,0,0.00046707146193367583,0,0.00046707146193367583,0,0.0009341429238673517,0,0
Austen,0.005038937242327073,0.002748511223087494,0.0018323408153916628,0.0004580852038479157,0.001374255611543747,0,0.0004580852038479157,0.005038937242327073,0.0004580852038479157,0.0009161704076958314,0,0,0.0004816955684007707,0,0,0.0009633911368015414,0,0.0004816955684007707,0.0004816955684007707,0.0004816955684007707
Austen,0.0011911852293031567,0.0023823704586063135,0,0.001786777843954735,0.001786777843954735,0.001786777843954735,0.0029779630732578916,0.0029779630732578916,0.0005955926146515784,0.0029779630732578916,0,0,0,0,0,0,0,0.0006238303181534623,0,0
Austen,0.002306805074971165,0.0015378700499807767,0.0007689350249903883,0.0011534025374855825,0.0038446751249519417,0.00038446751249519417,0.0011534025374855825,0.0007689350249903883,0,0.0007689350249903883,0,0.0004020908725371934,0,0,0,0.002010454362685967,0,0.0004020908725371934,0,0
Austen,0.00375234521575985,0.001125703564727955,0.00375234521575985,0.00150093808630394,0.004127579737335835,0.001876172607879925,0.00150093808630394,0.000375234521575985,0.00075046904315197,0.000375234521575985,0,0.00039416633819471815,0,0.00039416633819471815,0.00039416633819471815,0,0,0,0,0.00039416633819471815
Austen,0.00228310502283105,0.003995433789954338,0.0017123287671232876,0.0017123287671232876,0.0017123287671232876,0.0005707762557077625,0.0005707762557077625,0.003424657534246575,0.003424657534246575,0.0017123287671232876,0,0,0,0,0,0.0005984440454817474,0,0.0005984440454817474,0,0
Austen,0.005541871921182266,0.0012315270935960591,0.0006157635467980296,0.0024630541871921183,0.0049261083743842365,0.0012315270935960591,0.0018472906403940886,0.0024630541871921183,0.0012315270935960591,0.0024630541871921183,0.0006418485237483953,0,0,0.0012836970474967907,0,0,0,0.0006418485237483953,0.0006418485237483953,0.0006418485237483953
Austen,0.0023752969121140144,0.005225653206650831,0.00047505938242280285,0.0019002375296912114,0.00332541567695962,0.0009501187648456057,0.00047505938242280285,0.0023752969121140144,0.0014251781472684087,0.0009501187648456057,0,0,0.0004995004995004995,0.0004995004995004995,0.0004995004995004995,0.0004995004995004995,0,0.000999000999000999,0.0004995004995004995,0.000999000999000999
Austen,0.003427592116538132,0.0021422450728363325,0.0021422450728363325,0.000856898029134533,0.001713796058269066,0.001713796058269066,0.001713796058269066,0.001713796058269066,0,0.0021422450728363325,0.0004488330341113106,0,0,0,0,0.0004488330341113106,0,0,0.0004488330341113106,0.0008976660682226212
Austen,0.00392156862745098,0.00392156862745098,0.0027149321266968325,0.0018099547511312218,0.0036199095022624436,0.0009049773755656109,0.0009049773755656109,0.0012066365007541479,0.00030165912518853697,0.0021116138763197585,0,0,0,0.0006238303181534623,0,0.0006238303181534623,0,0.0006238303181534623,0,0.00031191515907673113
Austen,0.00196078431372549,0.00196078431372549,0.00196078431372549,0,0.00196078431372549,0,0.00065359477124183,0.00130718954248366,0.00065359477124183,0.00196078431372549,0.0006868131868131869,0,0,0,0,0.0006868131868131869,0,0,0,0
Austen,0.004359673024523161,0.004904632152588556,0.0010899182561307902,0.0010899182561307902,0.0010899182561307902,0.0021798365122615805,0.0005449591280653951,0.0021798365122615805,0.0016348773841961854,0,0,0,0,0,0,0,0.0005757052389176742,0.0005757052389176742,0,0
Austen,0.002131060202450719,0.002663825253063399,0.0010655301012253596,0.0010655301012253596,0.002663825253063399,0.0005327650506126798,0.0005327650506126798,0.002131060202450719,0,0.0015982951518380393,0,0,0.0005662514156285391,0,0,0.0005662514156285391,0,0.0022650056625141564,0,0
Austen,0.003913894324853229,0.004696673189823875,0.0007827788649706458,0.0007827788649706458,0.0031311154598825833,0.0011741682974559687,0.0007827788649706458,0.0003913894324853229,0,0.0007827788649706458,0.0004100041000410004,0,0,0,0,0.0004100041000410004,0,0,0.0004100041000410004,0.0004100041000410004
Austen,0.006577745295084963,0.002740727206285401,0.003471587794628175,0.003106157500456788,0.002740727206285401,0.0012790060295998539,0.0010962908825141605,0.0010962908825141605,0.0016444363237712407,0.0023752969121140144,0,0,0.0007626310772163965,0.00019065776930409913,0.0007626310772163965,0,0.00038131553860819826,0.00038131553860819826,0.001143946615824595,0.00019065776930409913
Austen,0.0035033086804203972,0.003114052160373686,0.001557026080186843,0.004281821720513819,0.0027247956403269754,0.001557026080186843,0.001557026080186843,0.00038925652004671076,0,0.003892565200467108,0.0008009611533840609,0,0,0,0,0,0.0008009611533840609,0,0.0012014417300760913,0.00040048057669203043
Austen,0.002960331557134399,0.0014801657785671995,0.0002960331557134399,0.0026642984014209592,0.004440497335701598,0,0.0011841326228537595,0.0008880994671403197,0.0008880994671403197,0.0011841326228537595,0,0,0.0003098853424233034,0,0.0003098853424233034,0.0012395413696932136,0,0,0,0
Austen,0.0036756756756756758,0.0019459459459459458,0.0012972972972972972,0.0008648648648648649,0.003243243243243243,0.0008648648648648649,0.0019459459459459458,0.0017297297297297297,0.00021621621621621621,0.0012972972972972972,0,0,0.00022727272727272727,0,0,0.00045454545454545455,0.00022727272727272727,0.0006818181818181819,0,0.0006818181818181819
Austen,0.001994415636218588,0.002792181890706023,0.0007977662544874351,0.0031910650179497405,0.003988831272437176,0.0011966493817311527,0.0007977662544874351,0.00039888312724371757,0.0011966493817311527,0.0023932987634623054,0.0004154549231408392,0,0,0,0,0,0.0004154549231408392,0,0.0012463647694225177,0.0012463647694225177
Austen,0.0011498658489842851,0.0011498658489842851,0.0022997316979685703,0.0003832886163280951,0.0045994633959371405,0.0007665772326561902,0.0003832886163280951,0.0022997316979685703,0,0.0015331544653123803,0,0,0,0,0.0004103405826836274,0.0004103405826836274,0,0,0,0
Austen,0.0033085194375516956,0.0024813895781637717,0.0020678246484698098,0.0037220843672456576,0.004962779156327543,0.0016542597187758478,0.0020678246484698098,0.0008271298593879239,0.0012406947890818859,0.004962779156327543,0,0,0.000429553264604811,0.000429553264604811,0,0,0.000429553264604811,0,0.000859106529209622,0
Austen,0.0025263157894736842,0.004210526315789474,0.0025263157894736842,0.003368421052631579,0.003368421052631579,0.0012631578947368421,0.0012631578947368421,0.0008421052631578948,0.0008421052631578948,0,0,0.0004438526409232135,0.0004438526409232135,0,0.0004438526409232135,0,0.0004438526409232135,0.0004438526409232135,0,0
Austen,0.001474056603773585,0.0011792452830188679,0.0005896226415094339,0.005306603773584905,0.006191037735849057,0.0005896226415094339,0.00029481132075471697,0.0005896226415094339,0.000884433962264151,0.000884433962264151,0.00031065548306927616,0,0.00031065548306927616,0.00031065548306927616,0.00031065548306927616,0,0,0.0009319664492078285,0,0.0015532774153463808
Austen,0.0008957897879964168,0.0017915795759928337,0.0020901761719916393,0.0026873693639892504,0.00477754553598089,0.0008957897879964168,0.0005971931919976113,0.0020901761719916393,0.0008957897879964168,0.0032845625559868616,0,0.0003147623544224111,0.0003147623544224111,0,0.0003147623544224111,0,0,0.0006295247088448222,0,0
Austen,0.0038314176245210726,0.0010946907498631637,0.0021893814997263274,0.0005473453749315818,0.0038314176245210726,0.0010946907498631637,0.0010946907498631637,0.0010946907498631637,0.0005473453749315818,0.0005473453749315818,0.0005767012687427913,0,0,0.0005767012687427913,0,0,0,0,0,0
Austen,0.001887504718761797,0.004152510381275953,0.001887504718761797,0.0011325028312570782,0.0022650056625141564,0.00037750094375235937,0.00037750094375235937,0.00037750094375235937,0.00037750094375235937,0.0015100037750094375,0,0.0007987220447284345,0.00039936102236421724,0,0,0.00039936102236421724,0,0.00039936102236421724,0.00039936102236421724,0.00039936102236421724
Austen,0.003194888178913738,0.003194888178913738,0.0022364217252396168,0.001597444089456869,0.006389776357827476,0.0009584664536741214,0.001597444089456869,0.0009584664536741214,0.001597444089456869,0.0012779552715654952,0,0,0,0,0.0003414134516899966,0.0003414134516899966,0,0.0003414134516899966,0,0
Austen,0.0032310177705977385,0.0005385029617662897,0.0016155088852988692,0.0026925148088314485,0.0032310177705977385,0.0005385029617662897,0.004308023694130318,0.0016155088852988692,0,0.0032310177705977385,0,0,0.000564334085778781,0.000564334085778781,0,0.000564334085778781,0,0,0,0
Austen,0.0021652832912306026,0.001804402742692169,0.001804402742692169,0.00288704438830747,0.004691447130999639,0.0007217610970768675,0.0007217610970768675,0.00036088054853843375,0.0007217610970768675,0.0007217610970768675,0,0,0,0,0.0007601672367920942,0.0011402508551881414,0,0,0,0.0003800836183960471
Austen,0.0017667844522968198,0.0028268551236749115,0.0010600706713780918,0.0021201413427561835,0.0038869257950530037,0.0007067137809187279,0,0.0010600706713780918,0,0.0010600706713780918,0,0,0.00037764350453172205,0,0,0,0.00037764350453172205,0,0.00037764350453172205,0
Austen,0.0028042624789680315,0.0033651149747616375,0.002243409983174425,0.0011217049915872126,0.0016825574873808188,0,0.0016825574873808188,0.0005608524957936063,0,0,0,0,0,0,0,0.000591715976331361,0,0,0,0
Stoker,0.008143322475570033,0.005496742671009772,0.002035830618892508,0.002239413680781759,0.0016286644951140066,0.0028501628664495114,0.0016286644951140066,0.0018322475570032573,0.0006107491856677524,0.00020358306188925082,0.00021141649048625792,0.00021141649048625792,0.00042283298097251583,0,0.00042283298097251583,0,0,0.00021141649048625792,0,0
Stoker,0.006196999347684279,0.004403131115459882,0.0009784735812133072,0.0017938682322243965,0.001141552511415525,0.002609262883235486,0.0027723418134377037,0.0016307893020221786,0.0019569471624266144,0.0006523157208088715,0.0001709986320109439,0,0.0001709986320109439,0.0001709986320109439,0.0005129958960328317,0.0001709986320109439,0.0005129958960328317,0.0006839945280437756,0,0
Stoker,0.007125890736342043,0.004275534441805225,0.0026920031670625497,0.002533650039588282,0.001583531274742676,0.0030087094220110845,0.0019002375296912114,0.0019002375296912114,0.0014251781472684087,0.0011084718923198734,0.0008264462809917355,0,0,0.00033057851239669424,0.00033057851239669424,0.00016528925619834712,0.00016528925619834712,0,0,0
Stoker,0.007132888819972089,0.0054271980151961545,0.003256318809117693,0.00186075360521011,0.0006202512017367033,0.003876570010854396,0.0023259420065126378,0.000930376802605055,0.0024810048069468134,0.0003101256008683517,0.0006539153179663233,0.0004904364884747426,0.00016347882949158083,0.00032695765898316167,0.0004904364884747426,0,0.0006539153179663233,0.00016347882949158083,0,0.00016347882949158083
Stoker,0.0016846361185983828,0.0013477088948787063,0.0006738544474393531,0.0010107816711590297,0.0016846361185983828,0.00033692722371967657,0,0.0010107816711590297,0.0006738544474393531,0.00033692722371967657,0,0.00035486160397445,0,0.00035486160397445,0,0.00035486160397445,0.00035486160397445,0.0014194464158978,0.0010645848119233499,0.00035486160397445
Stoker,0.0048828125,0.004557291666666667,0.001953125,0.0003255208333333333,0.0013020833333333333,0.001953125,0.00390625,0.0016276041666666667,0.0022786458333333335,0.0013020833333333333,0,0,0,0.00034234851078397807,0,0.00034234851078397807,0.00034234851078397807,0.00034234851078397807,0.0006846970215679561,0
Stoker,0.0017857142857142857,0.002976190476190476,0.0005952380952380953,0.0017857142857142857,0,0.002380952380952381,0,0.0005952380952380953,0,0.0017857142857142857,0.0006289308176100629,0,0,0,0.0012578616352201257,0.0006289308176100629,0,0.0006289308176100629,0,0
