@relation charngram

@attribute author {Stoker, Hawthorne, Twain, Doyle, Dickens, Austen, Shelley, Melville}
@attribute c2gram_s* numeric
@attribute c2gram_e* numeric
@attribute c2gram_t* numeric
@attribute c2gram_d* numeric
@attribute c2gram_^w numeric
@attribute c2gram_re numeric
@attribute c2gram_er numeric
@attribute c2gram_as numeric
@attribute c2gram_ed numeric
@attribute c2gram_^t numeric
@attribute c3gram_ed* numeric
@attribute c3gram_re* numeric
@attribute c3gram_^th numeric
@attribute c3gram_ere numeric
@attribute c3gram_her numeric
@attribute c3gram_the numeric
@attribute c3gram_ly* numeric
@attribute c3gram_ing numeric
@attribute c3gram_ng* numeric
@attribute c3gram_er* numeric
@attribute c4gram_ther numeric
@attribute c4gram_here numeric
@attribute c4gram_^the numeric
@attribute c4gram_ere* numeric
@attribute c4gram_ing* numeric
@attribute c4gram_ked* numeric
@attribute c4gram_ght* numeric
@attribute c4gram_red* numeric
@attribute c4gram_thin numeric
@attribute c4gram_ied* numeric


@data
Doyle,0.03654822335025381,0.028426395939086295,0.018274111675126905,0.028426395939086295,0.025380710659898477,0.027411167512690356,0.02131979695431472,0.019289340101522844,0.02030456852791878,0.012182741116751269,0.027941176470588237,0.01911764705882353,0.011764705882352941,0.01764705882352941,0.013235294117647059,0.011764705882352941,0.010294117647058823,0.004411764705882353,0.007352941176470588,0.010294117647058823,0.01639344262295082,0.01639344262295082,0.014344262295081968,0.01639344262295082,0.006147540983606557,0.006147540983606557,0,0.004098360655737705,0.0020491803278688526,0.004098360655737705
Doyle,0.027855153203342618,0.02924791086350975,0.018105849582172703,0.033426183844011144,0.023676880222841225,0.03064066852367688,0.019498607242339833,0.018105849582172703,0.016713091922005572,0.018105849582172703,0.024793388429752067,0.02066115702479339,0.02066115702479339,0.01859504132231405,0.01652892561983471,0.01652892561983471,0.006198347107438017,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.022922636103151862,0.022922636103151862,0.022922636103151862,0.02005730659025788,0.0057306590257879654,0,0.011461318051575931,0,0.0028653295128939827,0.0028653295128939827
Austen,0.021164021164021163,0.015873015873015872,0.0291005291005291,0.026455026455026454,0.021164021164021163,0.007936507936507936,0.007936507936507936,0.018518518518518517,0.013227513227513227,0.005291005291005291,0.022026431718061675,0.00881057268722467,0.00881057268722467,0.004405286343612335,0.00881057268722467,0.00881057268722467,0.00881057268722467,0.004405286343612335,0.004405286343612335,0.00881057268722467,0.013157894736842105,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.006578947368421052,0,0.006578947368421052,0.013157894736842105,0
Austen,0.03926701570680628,0.01832460732984293,0.015706806282722512,0.01832460732984293,0.010471204188481676,0.013089005235602094,0.01832460732984293,0.01832460732984293,0.010471204188481676,0.007853403141361256,0.012244897959183673,0.012244897959183673,0.012244897959183673,0.00816326530612245,0.00816326530612245,0.00816326530612245,0.012244897959183673,0.012244897959183673,0.0163265306122449,0.0163265306122449,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.017543859649122806,0.005847953216374269,0,0,0.005847953216374269,0
Austen,0.02195121951219512,0.012195121951219513,0.024390243902439025,0.014634146341463415,0.012195121951219513,0.00975609756097561,0.024390243902439025,0.007317073170731708,0.014634146341463415,0.00975609756097561,0.012987012987012988,0.003246753246753247,0.012987012987012988,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.012987012987012988,0.003246753246753247,0.003246753246753247,0.012987012987012988,0.01276595744680851,0.00851063829787234,0.00851063829787234,0.00425531914893617,0.00425531914893617,0.00851063829787234,0.00851063829787234,0.00425531914893617,0,0
Austen,0.02972972972972973,0.008108108108108109,0.051351351351351354,0.013513513513513514,0.013513513513513514,0.002702702702702703,0.010810810810810811,0.013513513513513514,0.008108108108108109,0.008108108108108109,0.012195121951219513,0,0.0040650406504065045,0,0,0,0,0.0040650406504065045,0.0040650406504065045,0.008130081300813009,0,0,0,0,0.006024096385542169,0,0.006024096385542169,0,0.006024096385542169,0.012048192771084338
Austen,0.03211009174311927,0.01834862385321101,0.03211009174311927,0.011467889908256881,0.0045871559633027525,0.020642201834862386,0.006880733944954129,0.006880733944954129,0.006880733944954129,0.006880733944954129,0.006600660066006601,0.009900990099009901,0,0,0.0033003300330033004,0.0033003300330033004,0.013201320132013201,0.009900990099009901,0.009900990099009901,0.006600660066006601,0.0049261083743842365,0,0,0,0.014778325123152709,0,0,0,0,0.0049261083743842365
Austen,0.03713527851458886,0.029177718832891247,0.026525198938992044,0.015915119363395226,0.010610079575596816,0.023872679045092837,0.005305039787798408,0.023872679045092837,0.015915119363395226,0.007957559681697613,0.022641509433962263,0.01509433962264151,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.01509433962264151,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0.005319148936170213,0,0,0,0,0.015957446808510637
Austen,0.026004728132387706,0.030732860520094562,0.0425531914893617,0.01182033096926714,0.018912529550827423,0.02364066193853428,0.01182033096926714,0.016548463356973995,0.009456264775413711,0.018912529550827423,0.01509433962264151,0.03018867924528302,0.022641509433962263,0.01509433962264151,0.01509433962264151,0.01509433962264151,0.011320754716981131,0.007547169811320755,0.0037735849056603774,0,0.02185792349726776,0.02185792349726776,0.02185792349726776,0.02185792349726776,0.00546448087431694,0,0,0,0.01092896174863388,0
Austen,0.01871657754010695,0.01871657754010695,0.029411764705882353,0.02406417112299465,0.013368983957219251,0.012032085561497326,0.012032085561497326,0.0106951871657754,0.014705882352941176,0.0106951871657754,0.018947368421052633,0.008421052631578947,0.010526315789473684,0.00631578947368421,0.008421052631578947,0.00631578947368421,0.010526315789473684,0.008421052631578947,0.008421052631578947,0.008421052631578947,0.008875739644970414,0.008875739644970414,0.008875739644970414,0.008875739644970414,0.011834319526627219,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609
Austen,0.022573363431151242,0.010158013544018058,0.024830699774266364,0.022573363431151242,0.016930022573363433,0.012415349887133182,0.012415349887133182,0.012415349887133182,0.01805869074492099,0.006772009029345372,0.024469820554649267,0.0016313213703099511,0.004893964110929853,0.0065252854812398045,0.0032626427406199023,0.0032626427406199023,0.0065252854812398045,0.0065252854812398045,0.0065252854812398045,0.004893964110929853,0.004319654427645789,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.008639308855291577,0.004319654427645789,0.0021598272138228943,0.0064794816414686825,0.004319654427645789,0.004319654427645789
Austen,0.020253164556962026,0.03291139240506329,0.020253164556962026,0.010126582278481013,0.007594936708860759,0.02278481012658228,0.017721518987341773,0.007594936708860759,0.005063291139240506,0.015189873417721518,0.006944444444444444,0.020833333333333332,0.013888888888888888,0.010416666666666666,0.006944444444444444,0.006944444444444444,0.010416666666666666,0.013888888888888888,0.013888888888888888,0.003472222222222222,0.009615384615384616,0.009615384615384616,0.009615384615384616,0,0.019230769230769232,0,0,0.004807692307692308,0.004807692307692308,0.004807692307692308
Austen,0.023255813953488372,0.021141649048625793,0.03382663847780127,0.010570824524312896,0.010570824524312896,0.008456659619450317,0.010570824524312896,0.008456659619450317,0.004228329809725159,0.019027484143763214,0.005970149253731343,0.0029850746268656717,0.005970149253731343,0,0,0,0.014925373134328358,0.0029850746268656717,0.005970149253731343,0.005970149253731343,0,0,0,0,0.004132231404958678,0,0.004132231404958678,0,0,0.004132231404958678
Austen,0.03333333333333333,0.024242424242424242,0.02727272727272727,0.015151515151515152,0.01818181818181818,0.02727272727272727,0.015151515151515152,0.012121212121212121,0.006060606060606061,0.00909090909090909,0.0091324200913242,0.0091324200913242,0.0136986301369863,0.0091324200913242,0.0045662100456621,0.0045662100456621,0.0182648401826484,0.0045662100456621,0,0.0091324200913242,0.007751937984496124,0.007751937984496124,0.007751937984496124,0.007751937984496124,0,0,0,0.007751937984496124,0.015503875968992248,0
