@relation wordf

@attribute author {Stoker, Hawthorne, Twain, Doyle, Dickens, Austen, Shelley, Melville}
@attribute wfreq_the numeric
@attribute wfreq_i numeric
@attribute wfreq_he numeric
@attribute wfreq_it numeric
@attribute wfreq_was numeric
@attribute wfreq_a numeric
@attribute wfreq_to numeric
@attribute wfreq_but numeric
@attribute wfreq_and numeric
@attribute wfreq_in numeric


@data
Doyle,0.040697674418604654,0.06395348837209303,0.01744186046511628,0.0377906976744186,0.029069767441860465,0.01744186046511628,0.020348837209302327,0.00872093023255814,0.00872093023255814,0.020348837209302327
Doyle,0.07868383404864092,0.027181688125894134,0.031473533619456366,0.024320457796852647,0.024320457796852647,0.01859799713876967,0.01430615164520744,0.010014306151645207,0.00715307582260372,0.00715307582260372
Doyle,0.04779411764705882,0.051470588235294115,0.007352941176470588,0.029411764705882353,0.03308823529411765,0.014705882352941176,0.022058823529411766,0.014705882352941176,0,0.011029411764705883
Doyle,0.059887005649717516,0.04180790960451977,0.022598870056497175,0.030508474576271188,0.031638418079096044,0.020338983050847456,0.023728813559322035,0.0192090395480226,0.005649717514124294,0.01694915254237288
Doyle,0.0345821325648415,0.053314121037463975,0.03602305475504323,0.024495677233429394,0.024495677233429394,0.021613832853025938,0.01729106628242075,0.01729106628242075,0.004322766570605188,0.020172910662824207
Doyle,0.06465517241379311,0.017241379310344827,0.04310344827586207,0.034482758620689655,0.01293103448275862,0.017241379310344827,0.017241379310344827,0,0.008620689655172414,0.008620689655172414
Doyle,0.047670639219934995,0.03683640303358613,0.0314192849404117,0.01950162513542795,0.016251354279523293,0.02275189599133261,0.018418201516793065,0.010834236186348862,0.009750812567713976,0.016251354279523293
Doyle,0.04315886134067952,0.049586776859504134,0.024793388429752067,0.02295684113865932,0.03213957759412305,0.020202020202020204,0.013774104683195593,0.005509641873278237,0.006427915518824609,0.012855831037649219
Doyle,0.03443708609271523,0.04370860927152318,0.03708609271523179,0.026490066225165563,0.017218543046357615,0.02119205298013245,0.018543046357615896,0.005298013245033113,0.010596026490066225,0.009271523178807948
Doyle,0.04626865671641791,0.05373134328358209,0.03731343283582089,0.029850746268656716,0.022388059701492536,0.025373134328358207,0.014925373134328358,0.011940298507462687,0.010447761194029851,0.022388059701492536
Doyle,0.04735376044568245,0.06128133704735376,0.03064066852367688,0.06406685236768803,0.04456824512534819,0.025069637883008356,0.025069637883008356,0.011142061281337047,0.008356545961002786,0.019498607242339833
Doyle,0.03684210526315789,0.04736842105263158,0.02368421052631579,0.02631578947368421,0.02368421052631579,0.02631578947368421,0.007894736842105263,0.005263157894736842,0.010526315789473684,0.015789473684210527
Doyle,0.06009615384615385,0.03125,0.028846153846153848,0.028846153846153848,0.016826923076923076,0.014423076923076924,0.014423076923076924,0.019230769230769232,0.016826923076923076,0.01201923076923077
Doyle,0.041407867494824016,0.039337474120082816,0.022774327122153208,0.018633540372670808,0.008281573498964804,0.024844720496894408,0.006211180124223602,0.012422360248447204,0.014492753623188406,0.010351966873706004
Doyle,0.046153846153846156,0.035897435897435895,0.017948717948717947,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.017948717948717947,0.017948717948717947,0.002564102564102564,0.007692307692307693
Doyle,0.035916824196597356,0.03780718336483932,0.02835538752362949,0.007561436672967864,0.011342155009451797,0.011342155009451797,0.007561436672967864,0.005671077504725898,0.011342155009451797,0.011342155009451797
Doyle,0.07399577167019028,0.04439746300211417,0.012684989429175475,0.014799154334038054,0.012684989429175475,0.035940803382663845,0.021141649048625793,0.008456659619450317,0.019027484143763214,0.016913319238900635
Doyle,0.04742547425474255,0.051490514905149054,0.025745257452574527,0.02710027100271003,0.02032520325203252,0.018970189701897018,0.016260162601626018,0.012195121951219513,0.01084010840108401,0.005420054200542005
Doyle,0.04666666666666667,0.044444444444444446,0.042222222222222223,0.022222222222222223,0.022222222222222223,0.035555555555555556,0.02,0.0044444444444444444,0.024444444444444446,0.015555555555555555
Doyle,0.04838709677419355,0.04516129032258064,0.03118279569892473,0.03225806451612903,0.024731182795698924,0.017204301075268817,0.013978494623655914,0.011827956989247311,0.016129032258064516,0.010752688172043012
Doyle,0.039586919104991396,0.06368330464716007,0.029259896729776247,0.029259896729776247,0.012048192771084338,0.0189328743545611,0.03614457831325301,0.013769363166953529,0.01549053356282272,0.012048192771084338
Doyle,0.05955678670360111,0.07063711911357341,0.019390581717451522,0.02631578947368421,0.029085872576177285,0.02077562326869806,0.009695290858725761,0.013850415512465374,0.019390581717451522,0.008310249307479225
Doyle,0.040502793296089384,0.04329608938547486,0.025139664804469275,0.0223463687150838,0.02094972067039106,0.0223463687150838,0.012569832402234637,0.0111731843575419,0.018156424581005588,0.015363128491620111
Doyle,0.03577512776831346,0.05281090289608177,0.02385008517887564,0.015332197614991482,0.017035775127768313,0.01192504258943782,0.01192504258943782,0.017035775127768313,0.015332197614991482,0.0034071550255536627
Doyle,0.06790123456790123,0.029320987654320986,0.024691358024691357,0.027777777777777776,0.026234567901234566,0.023148148148148147,0.012345679012345678,0.012345679012345678,0.015432098765432098,0.029320987654320986
Doyle,0.06728538283062645,0.03480278422273782,0.048723897911832945,0.037122969837587005,0.025522041763341066,0.013921113689095127,0.013921113689095127,0,0.013921113689095127,0.01160092807424594
Austen,0.038461538461538464,0.03365384615384615,0.03365384615384615,0,0.019230769230769232,0.004807692307692308,0.02403846153846154,0.009615384615384616,0.02403846153846154,0.009615384615384616
Austen,0.016597510373443983,0.02074688796680498,0.024896265560165973,0.016597510373443983,0.016597510373443983,0.016597510373443983,0.016597510373443983,0.012448132780082987,0.008298755186721992,0.016597510373443983
Austen,0.018018018018018018,0.04504504504504504,0.009009009009009009,0.0045045045045045045,0.009009009009009009,0.02252252252252252,0.02702702702702703,0.013513513513513514,0.0045045045045045045,0.0045045045045045045
Austen,0.03153153153153153,0.036036036036036036,0.018018018018018018,0.018018018018018018,0.009009009009009009,0.02252252252252252,0.0045045045045045045,0.02702702702702703,0.013513513513513514,0.018018018018018018
Austen,0.043824701195219126,0.0398406374501992,0.02390438247011952,0.01195219123505976,0.00398406374501992,0.00796812749003984,0.00398406374501992,0.01593625498007968,0.01195219123505976,0.00398406374501992
Austen,0.023923444976076555,0.04784688995215311,0.03349282296650718,0.019138755980861243,0.019138755980861243,0.004784688995215311,0.019138755980861243,0.023923444976076555,0.009569377990430622,0.004784688995215311
Austen,0.022123893805309734,0.03982300884955752,0.02654867256637168,0.022123893805309734,0.02654867256637168,0.035398230088495575,0.02654867256637168,0.017699115044247787,0,0.004424778761061947
Austen,0.023195876288659795,0.04381443298969072,0.03350515463917526,0.020618556701030927,0.01288659793814433,0.023195876288659795,0.028350515463917526,0.01288659793814433,0.002577319587628866,0.007731958762886598
Austen,0.036885245901639344,0.03278688524590164,0.022540983606557378,0.018442622950819672,0.020491803278688523,0.012295081967213115,0.02459016393442623,0.014344262295081968,0.012295081967213115,0.014344262295081968
Austen,0.023809523809523808,0.07142857142857142,0.009523809523809525,0.009523809523809525,0.004761904761904762,0.009523809523809525,0.023809523809523808,0.009523809523809525,0.02857142857142857,0.009523809523809525
Austen,0.02304147465437788,0.055299539170506916,0.004608294930875576,0.02304147465437788,0.004608294930875576,0.004608294930875576,0.03225806451612903,0.013824884792626729,0.004608294930875576,0.013824884792626729
Austen,0.05319148936170213,0.0425531914893617,0.02127659574468085,0.026595744680851064,0.010638297872340425,0.005319148936170213,0.03723404255319149,0.026595744680851064,0,0.010638297872340425
Austen,0.026022304832713755,0.03345724907063197,0.011152416356877323,0.026022304832713755,0.011152416356877323,0.01486988847583643,0.01858736059479554,0.01858736059479554,0,0.01486988847583643
Austen,0.04477611940298507,0.014925373134328358,0.009950248756218905,0.03482587064676617,0.01990049751243781,0.01990049751243781,0.029850746268656716,0.024875621890547265,0.004975124378109453,0.014925373134328358
Austen,0.016556291390728478,0.0728476821192053,0.013245033112582781,0.016556291390728478,0.016556291390728478,0.0033112582781456954,0.019867549668874173,0.029801324503311258,0.0033112582781456954,0.016556291390728478
Austen,0.04276315789473684,0.023026315789473683,0.006578947368421052,0.009868421052631578,0.029605263157894735,0.01644736842105263,0.013157894736842105,0.01644736842105263,0.009868421052631578,0.01644736842105263
Austen,0.009433962264150943,0.03773584905660377,0.014150943396226415,0.02830188679245283,0.0047169811320754715,0.009433962264150943,0.014150943396226415,0.0047169811320754715,0.0047169811320754715,0.009433962264150943
Austen,0.02976190476190476,0,0.041666666666666664,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.011904761904761904,0.023809523809523808,0.011904761904761904,0
Austen,0.014492753623188406,0.043478260869565216,0.028985507246376812,0.033816425120772944,0.014492753623188406,0.00966183574879227,0.01932367149758454,0.024154589371980676,0.014492753623188406,0.004830917874396135
Austen,0.025,0.025,0.03333333333333333,0.029166666666666667,0.020833333333333332,0.008333333333333333,0.016666666666666666,0.03333333333333333,0.008333333333333333,0.020833333333333332
Austen,0.045454545454545456,0.06060606060606061,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.007575757575757576,0.011363636363636364,0.041666666666666664,0.007575757575757576,0.007575757575757576
Austen,0.022222222222222223,0.044444444444444446,0.011111111111111112,0.011111111111111112,0.005555555555555556,0.011111111111111112,0.03333333333333333,0.011111111111111112,0.005555555555555556,0.016666666666666666
Austen,0.016666666666666666,0.05,0.0125,0.020833333333333332,0.020833333333333332,0.0125,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.020833333333333332
Austen,0.022304832713754646,0.03717472118959108,0.007434944237918215,0.026022304832713755,0.01486988847583643,0.01486988847583643,0.01486988847583643,0.01858736059479554,0.026022304832713755,0.007434944237918215
Austen,0.051181102362204724,0.023622047244094488,0.011811023622047244,0.011811023622047244,0.023622047244094488,0.007874015748031496,0.031496062992125984,0.01968503937007874,0.007874015748031496,0.031496062992125984
Austen,0.047524752475247525,0.007920792079207921,0.01782178217821782,0.02178217821782178,0.02178217821782178,0.01782178217821782,0.007920792079207921,0.011881188118811881,0.011881188118811881,0.01782178217821782
Austen,0.03954802259887006,0,0.01694915254237288,0.03954802259887006,0.04519774011299435,0.01694915254237288,0.022598870056497175,0.022598870056497175,0,0.02824858757062147
Austen,0.030226700251889168,0.04785894206549118,0.012594458438287154,0.022670025188916875,0.012594458438287154,0.012594458438287154,0.017632241813602016,0.030226700251889168,0.007556675062972292,0.005037783375314861
Austen,0.020833333333333332,0.0375,0.025,0.020833333333333332,0.008333333333333333,0.0125,0.022916666666666665,0.022916666666666665,0.03333333333333333,0.0125
Austen,0.03663003663003663,0.014652014652014652,0.02564102564102564,0.02564102564102564,0.029304029304029304,0.01098901098901099,0.029304029304029304,0.007326007326007326,0.018315018315018316,0.014652014652014652
Austen,0.02476780185758514,0.03715170278637771,0.018575851393188854,0.01238390092879257,0.0030959752321981426,0.009287925696594427,0.018575851393188854,0.006191950464396285,0.021671826625386997,0.0030959752321981426
Austen,0.04583333333333333,0.0125,0.04583333333333333,0.029166666666666667,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.029166666666666667,0.025,0.016666666666666666
Austen,0.024390243902439025,0.044715447154471545,0.012195121951219513,0.02032520325203252,0.04065040650406504,0.008130081300813009,0.028455284552845527,0.024390243902439025,0.012195121951219513,0.0040650406504065045
Austen,0.02763819095477387,0.03015075376884422,0.05025125628140704,0.03015075376884422,0.032663316582914576,0.01507537688442211,0.020100502512562814,0.035175879396984924,0.010050251256281407,0.010050251256281407
Austen,0.04060913705583756,0.027918781725888325,0.03299492385786802,0.017766497461928935,0.02284263959390863,0.007614213197969543,0.02284263959390863,0.03299492385786802,0.012690355329949238,0.012690355329949238
Austen,0.03271028037383177,0.037383177570093455,0.02336448598130841,0.02336448598130841,0.009345794392523364,0.009345794392523364,0.009345794392523364,0,0.018691588785046728,0
Austen,0.02967359050445104,0.032640949554896145,0.02967359050445104,0.01483679525222552,0.020771513353115726,0.020771513353115726,0.02373887240356083,0.01483679525222552,0.005934718100890208,0.01483679525222552
Austen,0.016055045871559634,0.05963302752293578,0.0045871559633027525,0.016055045871559634,0.016055045871559634,0.0045871559633027525,0.03669724770642202,0.016055045871559634,0.013761467889908258,0.011467889908256881
Austen,0.02577319587628866,0.030927835051546393,0.010309278350515464,0.04639175257731959,0.015463917525773196,0.010309278350515464,0.020618556701030927,0.020618556701030927,0.015463917525773196,0.020618556701030927
Austen,0.035398230088495575,0.06784660766961652,0.011799410029498525,0.008849557522123894,0.0471976401179941,0.014749262536873156,0.029498525073746312,0.014749262536873156,0.0058997050147492625,0.011799410029498525
Austen,0.022573363431151242,0.04740406320541761,0.022573363431151242,0.02708803611738149,0.011286681715575621,0.020316027088036117,0.011286681715575621,0.033860045146726865,0.009029345372460496,0.009029345372460496
Austen,0.037914691943127965,0.04739336492890995,0.014218009478672985,0.023696682464454975,0.018957345971563982,0.014218009478672985,0.018957345971563982,0.03317535545023697,0,0.009478672985781991
Stoker,0.07939914163090128,0.08798283261802575,0.02145922746781116,0.015021459227467811,0.019313304721030045,0.02145922746781116,0.030042918454935622,0.002145922746781116,0.02575107296137339,0.006437768240343348
Stoker,0.05767012687427912,0.06689734717416378,0.03460207612456748,0.020761245674740483,0.01730103806228374,0.02768166089965398,0.016147635524798153,0.011534025374855825,0.00922722029988466,0.02883506343713956
Stoker,0.06005586592178771,0.08519553072625698,0.02094972067039106,0.03212290502793296,0.029329608938547486,0.0111731843575419,0.02094972067039106,0.006983240223463687,0.009776536312849162,0.019553072625698324
Stoker,0.06605691056910569,0.10467479674796748,0.017276422764227643,0.021341463414634148,0.019308943089430895,0.021341463414634148,0.026422764227642278,0.007113821138211382,0.014227642276422764,0.014227642276422764
Stoker,0.0024509803921568627,0.0784313725490196,0.058823529411764705,0.014705882352941176,0.012254901960784314,0.012254901960784314,0.02696078431372549,0.00980392156862745,0.014705882352941176,0.007352941176470588
Stoker,0.06303724928366762,0.06017191977077364,0.04011461318051576,0.022922636103151862,0.008595988538681949,0.014326647564469915,0.011461318051575931,0.0028653295128939827,0.017191977077363897,0.0057306590257879654
Stoker,0.020161290322580645,0.08064516129032258,0.056451612903225805,0.016129032258064516,0.012096774193548387,0.012096774193548387,0.020161290322580645,0,0.004032258064516129,0.012096774193548387
Stoker,0.02575107296137339,0.060085836909871244,0.02145922746781116,0.030042918454935622,0.008583690987124463,0.008583690987124463,0.017167381974248927,0.012875536480686695,0.008583690987124463,0.004291845493562232
Stoker,0.16597510373443983,0.004149377593360996,0,0.04149377593360996,0.03319502074688797,0.02074688796680498,0.016597510373443983,0.008298755186721992,0,0.008298755186721992
Stoker,0.025440313111545987,0.033268101761252444,0.019569471624266144,0.015655577299412915,0.0136986301369863,0.009784735812133072,0.015655577299412915,0.003913894324853229,0.01761252446183953,0.015655577299412915
Stoker,0.05108055009823183,0.1100196463654224,0,0.009823182711198428,0.0275049115913556,0.01768172888015717,0.015717092337917484,0.003929273084479371,0.01768172888015717,0.009823182711198428
Stoker,0.0392156862745098,0.09019607843137255,0.06666666666666667,0.011764705882352941,0.011764705882352941,0.023529411764705882,0.023529411764705882,0.00392156862745098,0.00392156862745098,0.00784313725490196
Stoker,0.04678362573099415,0.10526315789473684,0.04678362573099415,0.023391812865497075,0.005847953216374269,0.017543859649122806,0.005847953216374269,0,0.023391812865497075,0
Stoker,0.043478260869565216,0.08695652173913043,0.049689440993788817,0.049689440993788817,0.012422360248447204,0.012422360248447204,0.043478260869565216,0,0.024844720496894408,0.012422360248447204
Stoker,0.0395010395010395,0.04365904365904366,0.04365904365904366,0.02494802494802495,0.008316008316008316,0.010395010395010396,0.016632016632016633,0.004158004158004158,0.014553014553014554,0.010395010395010396
Stoker,0.03937007874015748,0.07611548556430446,0.03412073490813648,0.026246719160104987,0.010498687664041995,0.005249343832020997,0.023622047244094488,0.005249343832020997,0.005249343832020997,0.007874015748031496
Stoker,0.07647058823529412,0.047058823529411764,0.07647058823529412,0.0058823529411764705,0.0058823529411764705,0.01764705882352941,0.023529411764705882,0.011764705882352941,0,0
Stoker,0.039473684210526314,0.06578947368421052,0.03070175438596491,0.0043859649122807015,0.021929824561403508,0.017543859649122806,0.008771929824561403,0.017543859649122806,0.017543859649122806,0.008771929824561403
Stoker,0.08433734939759036,0.13253012048192772,0,0.012048192771084338,0.04819277108433735,0.012048192771084338,0.05421686746987952,0,0.006024096385542169,0.018072289156626505
Stoker,0.055970149253731345,0.07276119402985075,0.022388059701492536,0.009328358208955223,0.022388059701492536,0.018656716417910446,0.014925373134328358,0.0037313432835820895,0.016791044776119403,0.022388059701492536
Stoker,0.02040816326530612,0.047619047619047616,0.04421768707482993,0.030612244897959183,0.034013605442176874,0.006802721088435374,0.034013605442176874,0,0.02040816326530612,0.01020408163265306
Stoker,0.042279411764705885,0.07720588235294118,0.042279411764705885,0.014705882352941176,0.014705882352941176,0.016544117647058824,0.016544117647058824,0.009191176470588236,0.02389705882352941,0.011029411764705883
Stoker,0.034653465346534656,0.04950495049504951,0.04455445544554455,0.04455445544554455,0.039603960396039604,0.01485148514851485,0.0049504950495049506,0,0.009900990099009901,0.009900990099009901
Stoker,0.03286384976525822,0.04225352112676056,0.06103286384976526,0.009389671361502348,0.014084507042253521,0.009389671361502348,0.03286384976525822,0.018779342723004695,0.03755868544600939,0.009389671361502348
Stoker,0.027210884353741496,0.09523809523809523,0.03854875283446712,0.03854875283446712,0.013605442176870748,0.011337868480725623,0.02040816326530612,0.0045351473922902496,0.034013605442176874,0.013605442176870748
Stoker,0.006644518272425249,0.0664451827242525,0.03986710963455149,0.016611295681063124,0.019933554817275746,0.023255813953488372,0.013289036544850499,0.013289036544850499,0.016611295681063124,0.009966777408637873
Stoker,0.050761421319796954,0.05752961082910321,0.049069373942470386,0.030456852791878174,0.025380710659898477,0.01692047377326565,0.018612521150592216,0.01015228426395939,0.015228426395939087,0.011844331641285956
Stoker,0.017241379310344827,0.05172413793103448,0.03103448275862069,0.013793103448275862,0.010344827586206896,0.017241379310344827,0.020689655172413793,0.010344827586206896,0.006896551724137931,0.010344827586206896
Stoker,0.04882154882154882,0.03198653198653199,0.02861952861952862,0.020202020202020204,0.030303030303030304,0.021885521885521887,0.018518518518518517,0.016835016835016835,0.02861952861952862,0.006734006734006734
Stoker,0.029069767441860465,0.06976744186046512,0.06976744186046512,0.01744186046511628,0.01744186046511628,0.005813953488372093,0.01744186046511628,0.005813953488372093,0.005813953488372093,0.011627906976744186
Stoker,0.025423728813559324,0.0847457627118644,0.059322033898305086,0.025423728813559324,0.0211864406779661,0.012711864406779662,0.0211864406779661,0.00847457627118644,0.00423728813559322,0.00847457627118644
Stoker,0.028455284552845527,0.06504065040650407,0.028455284552845527,0.02032520325203252,0.016260162601626018,0.0040650406504065045,0.016260162601626018,0.0040650406504065045,0.02032520325203252,0.0040650406504065045
Stoker,0.050666666666666665,0.042666666666666665,0.05333333333333334,0.016,0.005333333333333333,0.016,0.013333333333333334,0.016,0.0026666666666666666,0.021333333333333333
Stoker,0.023890784982935155,0.07849829351535836,0.040955631399317405,0.010238907849829351,0.017064846416382253,0.010238907849829351,0.027303754266211604,0,0.010238907849829351,0
Stoker,0.06793478260869565,0.051630434782608696,0.01358695652173913,0.029891304347826088,0.021739130434782608,0.021739130434782608,0.02717391304347826,0.008152173913043478,0.002717391304347826,0.005434782608695652
Stoker,0.04744525547445255,0.12408759124087591,0.010948905109489052,0.040145985401459854,0.025547445255474453,0.01824817518248175,0.029197080291970802,0.0072992700729927005,0.032846715328467155,0.0036496350364963502
Stoker,0.04925053533190578,0.09421841541755889,0.027837259100642397,0.027837259100642397,0.021413276231263382,0.023554603854389723,0.021413276231263382,0.008565310492505354,0.008565310492505354,0.0021413276231263384
Stoker,0.028277634961439587,0.07712082262210797,0.05912596401028278,0.012853470437017995,0.02056555269922879,0.017994858611825194,0.02313624678663239,0.002570694087403599,0.002570694087403599,0.015424164524421594
Stoker,0.053304904051172705,0.06823027718550106,0.03837953091684435,0.019189765458422176,0.017057569296375266,0.019189765458422176,0.022388059701492536,0.0042643923240938165,0.014925373134328358,0.008528784648187633
Stoker,0.04129793510324484,0.035398230088495575,0.029498525073746312,0.02654867256637168,0.022123893805309734,0.008849557522123894,0.02654867256637168,0.01032448377581121,0.011799410029498525,0.011799410029498525
Stoker,0.0546218487394958,0.0273109243697479,0.03571428571428571,0.018907563025210083,0.023109243697478993,0.018907563025210083,0.01050420168067227,0.01680672268907563,0.012605042016806723,0.008403361344537815
Stoker,0.0456989247311828,0.0456989247311828,0.026881720430107527,0.013440860215053764,0.013440860215053764,0.010752688172043012,0.024193548387096774,0,0.002688172043010753,0.013440860215053764
Stoker,0.04067796610169491,0.01694915254237288,0.08135593220338982,0.01694915254237288,0.013559322033898305,0.020338983050847456,0.013559322033898305,0.010169491525423728,0.02711864406779661,0.023728813559322035
Stoker,0.0392156862745098,0.08823529411764706,0.004901960784313725,0.03431372549019608,0.004901960784313725,0.00980392156862745,0.0196078431372549,0.00980392156862745,0,0.004901960784313725
Stoker,0.017793594306049824,0.07473309608540925,0.017793594306049824,0.0071174377224199285,0.0035587188612099642,0.010676156583629894,0.014234875444839857,0.0071174377224199285,0.010676156583629894,0
Stoker,0.034666666666666665,0.034666666666666665,0.037333333333333336,0.016,0.008,0.010666666666666666,0.024,0.005333333333333333,0.013333333333333334,0.010666666666666666
Stoker,0.03398058252427184,0.024271844660194174,0.02912621359223301,0.009708737864077669,0.0048543689320388345,0.0048543689320388345,0.019417475728155338,0.009708737864077669,0.019417475728155338,0
Stoker,0.034482758620689655,0.11083743842364532,0,0.022167487684729065,0.009852216748768473,0.007389162561576354,0.03940886699507389,0.017241379310344827,0.027093596059113302,0.012315270935960592
Stoker,0.033707865168539325,0.07865168539325842,0.0056179775280898875,0.03932584269662921,0.033707865168539325,0.0056179775280898875,0.033707865168539325,0.033707865168539325,0.028089887640449437,0.0056179775280898875
Stoker,0.11834319526627218,0.04142011834319527,0.04142011834319527,0.023668639053254437,0.020710059171597635,0.011834319526627219,0.01775147928994083,0.005917159763313609,0.01775147928994083,0.026627218934911243
Shelley,0.022727272727272728,0.09090909090909091,0.028409090909090908,0.017045454545454544,0,0.03409090909090909,0.03409090909090909,0.022727272727272728,0.017045454545454544,0.011363636363636364
Shelley,0.024242424242424242,0.048484848484848485,0.03636363636363636,0.006060606060606061,0.012121212121212121,0.024242424242424242,0.012121212121212121,0.006060606060606061,0.012121212121212121,0.03636363636363636
Shelley,0.06584362139917696,0.04938271604938271,0.03292181069958848,0.0411522633744856,0.04938271604938271,0.012345679012345678,0.01646090534979424,0.00823045267489712,0.01646090534979424,0.0205761316872428
Shelley,0.06542056074766354,0.0778816199376947,0.037383177570093455,0.012461059190031152,0.021806853582554516,0.021806853582554516,0.024922118380062305,0.006230529595015576,0.012461059190031152,0.012461059190031152
Shelley,0.0421455938697318,0.08812260536398467,0.0038314176245210726,0.019157088122605363,0.02681992337164751,0.034482758620689655,0.011494252873563218,0.019157088122605363,0.011494252873563218,0.03065134099616858
Shelley,0.06572769953051644,0.08215962441314555,0.01643192488262911,0.01643192488262911,0.02112676056338028,0.014084507042253521,0.011737089201877934,0.018779342723004695,0.007042253521126761,0.009389671361502348
Shelley,0.05202312138728324,0.07803468208092486,0.002890173410404624,0.011560693641618497,0.005780346820809248,0.014450867052023121,0.02023121387283237,0.014450867052023121,0.023121387283236993,0.017341040462427744
Shelley,0.08015267175572519,0.09541984732824428,0,0.015267175572519083,0.03435114503816794,0.015267175572519083,0.019083969465648856,0.019083969465648856,0.011450381679389313,0.003816793893129771
Shelley,0.053061224489795916,0.08163265306122448,0.0163265306122449,0.00816326530612245,0.0163265306122449,0.012244897959183673,0.0163265306122449,0.0163265306122449,0.0163265306122449,0.00816326530612245
Shelley,0.06389776357827476,0.09904153354632587,0.01597444089456869,0.022364217252396165,0.03194888178913738,0.025559105431309903,0.01597444089456869,0.003194888178913738,0.009584664536741214,0.022364217252396165
Shelley,0.0892018779342723,0.11267605633802817,0.014084507042253521,0.009389671361502348,0.023474178403755867,0,0.004694835680751174,0.009389671361502348,0,0.028169014084507043
Shelley,0.05319148936170213,0.12234042553191489,0.005319148936170213,0.013297872340425532,0.013297872340425532,0.007978723404255319,0.013297872340425532,0.02127659574468085,0.013297872340425532,0.010638297872340425
Shelley,0.05042016806722689,0.09803921568627451,0.0056022408963585435,0.008403361344537815,0.022408963585434174,0.01680672268907563,0.014005602240896359,0.011204481792717087,0.014005602240896359,0.0056022408963585435
Shelley,0.03414634146341464,0.1073170731707317,0.00975609756097561,0.004878048780487805,0.014634146341463415,0.01951219512195122,0.024390243902439025,0.01951219512195122,0.00975609756097561,0.00975609756097561
Shelley,0.050335570469798654,0.08053691275167785,0.02348993288590604,0.016778523489932886,0.02348993288590604,0.020134228187919462,0.03355704697986577,0.02348993288590604,0.010067114093959731,0.02348993288590604
Shelley,0.04560260586319218,0.08794788273615635,0.02280130293159609,0.02280130293159609,0.04234527687296417,0.019543973941368076,0.03908794788273615,0.035830618892508145,0.013029315960912053,0.03257328990228013
Shelley,0.06858407079646017,0.1415929203539823,0.008849557522123894,0.00663716814159292,0.01991150442477876,0.01327433628318584,0.015486725663716814,0.00663716814159292,0.01991150442477876,0.017699115044247787
Shelley,0.06958762886597938,0.08247422680412371,0.02577319587628866,0.01804123711340206,0.03608247422680412,0.01288659793814433,0.015463917525773196,0.015463917525773196,0.010309278350515464,0.010309278350515464
